#
# This file contains the first 61158 Unicode characters. It can be used to inspect the coverage of fonts
#
\u0020 #  
\u0569 # թ
\u056A # ժ
\u056B # ի
\u056C # լ
\u056D # խ
\u056E # ծ
\u056F # կ
\u0570 # հ
\u0571 # ձ
\u0572 # ղ
\u0573 # ճ
\u0574 # մ
\u0575 # յ
\u0576 # ն
\u0577 # շ
\u0578 # ո
\u0579 # չ
\u057A # պ
\u057B # ջ
\u057C # ռ
\u057D # ս
\u057E # վ
\u057F # տ
\u0580 # ր
\u0581 # ց
\u0582 # ւ
\u0583 # փ
\u0584 # ք
\u0585 # օ
\u0586 # ֆ
\u0587 # և
\u0588 # ֈ
\u0589 # ։
\u058A # ֊
\u058B # ֋
\u058C # ֌
\u058D # ֍
\u058E # ֎
\u058F # ֏
\u0590 # ֐
\u0591 # ֑
\u0592 # ֒
\u0593 # ֓
\u0594 # ֔
\u0595 # ֕
\u0596 # ֖
\u0597 # ֗
\u0598 # ֘
\u0599 # ֙
\u059A # ֚
\u059B # ֛
\u059C # ֜
\u059D # ֝
\u059E # ֞
\u059F # ֟
\u05A0 # ֠
\u05A1 # ֡
\u05A2 # ֢
\u05A3 # ֣
\u05A4 # ֤
\u05A5 # ֥
\u05A6 # ֦
\u05A7 # ֧
\u05A8 # ֨
\u05A9 # ֩
\u05AA # ֪
\u05AB # ֫
\u05AC # ֬
\u05AD # ֭
\u05AE # ֮
\u05AF # ֯
\u05B0 # ְ
\u05B1 # ֱ
\u05B2 # ֲ
\u05B3 # ֳ
\u05B4 # ִ
\u05B5 # ֵ
\u05B6 # ֶ
\u05B7 # ַ
\u05B8 # ָ
\u05B9 # ֹ
\u05BA # ֺ
\u05BB # ֻ
\u05BC # ּ
\u05BD # ֽ
\u05BE # ־
\u05BF # ֿ
\u05C0 # ׀
\u05C1 # ׁ
\u05C2 # ׂ
\u05C3 # ׃
\u05C4 # ׄ
\u05C5 # ׅ
\u05C6 # ׆
\u05C7 # ׇ
\u05C8 # ׈
\u05C9 # ׉
\u05CA # ׊
\u05CB # ׋
\u05CC # ׌
\u05CD # ׍
\u05CE # ׎
\u05CF # ׏
\u05D0 # א
\u05D1 # ב
\u05D2 # ג
\u05D3 # ד
\u05D4 # ה
\u05D5 # ו
\u05D6 # ז
\u05D7 # ח
\u05D8 # ט
\u05D9 # י
\u05DA # ך
\u05DB # כ
\u05DC # ל
\u05DD # ם
\u05DE # מ
\u05DF # ן
\u05E0 # נ
\u05E1 # ס
\u05E2 # ע
\u05E3 # ף
\u05E4 # פ
\u05E5 # ץ
\u05E6 # צ
\u05E7 # ק
\u05E8 # ר
\u05E9 # ש
\u05EA # ת
\u05EB # ׫
\u05EC # ׬
\u05ED # ׭
\u05EE # ׮
\u05EF # ׯ
\u05F0 # װ
\u05F1 # ױ
\u05F2 # ײ
\u05F3 # ׳
\u05F4 # ״
\u05F5 # ׵
\u05F6 # ׶
\u05F7 # ׷
\u05F8 # ׸
\u05F9 # ׹
\u05FA # ׺
\u05FB # ׻
\u05FC # ׼
\u05FD # ׽
\u05FE # ׾
\u05FF # ׿
\u0600 # ؀
\u0601 # ؁
\u0602 # ؂
\u0603 # ؃
\u0604 # ؄
\u0605 # ؅
\u0606 # ؆
\u0607 # ؇
\u0608 # ؈
\u0609 # ؉
\u060A # ؊
\u060B # ؋
\u060C # ،
\u060D # ؍
\u060E # ؎
\u060F # ؏
\u0610 # ؐ
\u0611 # ؑ
\u0612 # ؒ
\u0613 # ؓ
\u0614 # ؔ
\u0615 # ؕ
\u0616 # ؖ
\u0617 # ؗ
\u0618 # ؘ
\u0619 # ؙ
\u061A # ؚ
\u061B # ؛
\u061C # ؜
\u061D # ؝
\u061E # ؞
\u061F # ؟
\u0620 # ؠ
\u0621 # ء
\u0622 # آ
\u0623 # أ
\u0624 # ؤ
\u0625 # إ
\u0626 # ئ
\u0627 # ا
\u0628 # ب
\u0629 # ة
\u062A # ت
\u062B # ث
\u062C # ج
\u062D # ح
\u062E # خ
\u062F # د
\u0630 # ذ
\u0631 # ر
\u0632 # ز
\u0633 # س
\u0634 # ش
\u0635 # ص
\u0636 # ض
\u0637 # ط
\u0638 # ظ
\u0639 # ع
\u063A # غ
\u063B # ػ
\u063C # ؼ
\u063D # ؽ
\u063E # ؾ
\u063F # ؿ
\u0640 # ـ
\u0641 # ف
\u0642 # ق
\u0643 # ك
\u0644 # ل
\u0645 # م
\u0646 # ن
\u0647 # ه
\u0648 # و
\u0649 # ى
\u064A # ي
\u064B # ً
\u064C # ٌ
\u064D # ٍ
\u064E # َ
\u064F # ُ
\u0650 # ِ
\u0651 # ّ
\u0652 # ْ
\u0653 # ٓ
\u0654 # ٔ
\u0655 # ٕ
\u0656 # ٖ
\u0657 # ٗ
\u0658 # ٘
\u0659 # ٙ
\u065A # ٚ
\u065B # ٛ
\u065C # ٜ
\u065D # ٝ
\u065E # ٞ
\u065F # ٟ
\u0660 # ٠
\u0661 # ١
\u0662 # ٢
\u0663 # ٣
\u0664 # ٤
\u0665 # ٥
\u0666 # ٦
\u0667 # ٧
\u0668 # ٨
\u0669 # ٩
\u066A # ٪
\u066B # ٫
\u066C # ٬
\u066D # ٭
\u066E # ٮ
\u066F # ٯ
\u0670 # ٰ
\u0671 # ٱ
\u0672 # ٲ
\u0673 # ٳ
\u0674 # ٴ
\u0675 # ٵ
\u0676 # ٶ
\u0677 # ٷ
\u0678 # ٸ
\u0679 # ٹ
\u067A # ٺ
\u067B # ٻ
\u067C # ټ
\u067D # ٽ
\u067E # پ
\u067F # ٿ
\u0680 # ڀ
\u0681 # ځ
\u0682 # ڂ
\u0683 # ڃ
\u0684 # ڄ
\u0685 # څ
\u0686 # چ
\u0687 # ڇ
\u0688 # ڈ
\u0689 # ډ
\u068A # ڊ
\u068B # ڋ
\u068C # ڌ
\u068D # ڍ
\u068E # ڎ
\u068F # ڏ
\u0690 # ڐ
\u0691 # ڑ
\u0692 # ڒ
\u0693 # ړ
\u0694 # ڔ
\u0695 # ڕ
\u0696 # ږ
\u0697 # ڗ
\u0698 # ژ
\u0699 # ڙ
\u069A # ښ
\u069B # ڛ
\u069C # ڜ
\u069D # ڝ
\u069E # ڞ
\u069F # ڟ
\u06A0 # ڠ
\u06A1 # ڡ
\u06A2 # ڢ
\u06A3 # ڣ
\u06A4 # ڤ
\u06A5 # ڥ
\u06A6 # ڦ
\u06A7 # ڧ
\u06A8 # ڨ
\u06A9 # ک
\u06AA # ڪ
\u06AB # ګ
\u06AC # ڬ
\u06AD # ڭ
\u06AE # ڮ
\u06AF # گ
\u06B0 # ڰ
\u06B1 # ڱ
\u06B2 # ڲ
\u06B3 # ڳ
\u06B4 # ڴ
\u06B5 # ڵ
\u06B6 # ڶ
\u06B7 # ڷ
\u06B8 # ڸ
\u06B9 # ڹ
\u06BA # ں
\u06BB # ڻ
\u06BC # ڼ
\u06BD # ڽ
\u06BE # ھ
\u06BF # ڿ
\u06C0 # ۀ
\u06C1 # ہ
\u06C2 # ۂ
\u06C3 # ۃ
\u06C4 # ۄ
\u06C5 # ۅ
\u06C6 # ۆ
\u06C7 # ۇ
\u06C8 # ۈ
\u06C9 # ۉ
\u06CA # ۊ
\u06CB # ۋ
\u06CC # ی
\u06CD # ۍ
\u06CE # ێ
\u06CF # ۏ
\u06D0 # ې
\u06D1 # ۑ
\u06D2 # ے
\u06D3 # ۓ
\u06D4 # ۔
\u06D5 # ە
\u06D6 # ۖ
\u06D7 # ۗ
\u06D8 # ۘ
\u06D9 # ۙ
\u06DA # ۚ
\u06DB # ۛ
\u06DC # ۜ
\u06DD # ۝
\u06DE # ۞
\u06DF # ۟
\u06E0 # ۠
\u06E1 # ۡ
\u06E2 # ۢ
\u06E3 # ۣ
\u06E4 # ۤ
\u06E5 # ۥ
\u06E6 # ۦ
\u06E7 # ۧ
\u06E8 # ۨ
\u06E9 # ۩
\u06EA # ۪
\u06EB # ۫
\u06EC # ۬
\u06ED # ۭ
\u06EE # ۮ
\u06EF # ۯ
\u06F0 # ۰
\u06F1 # ۱
\u06F2 # ۲
\u06F3 # ۳
\u06F4 # ۴
\u06F5 # ۵
\u06F6 # ۶
\u06F7 # ۷
\u06F8 # ۸
\u06F9 # ۹
\u06FA # ۺ
\u06FB # ۻ
\u06FC # ۼ
\u06FD # ۽
\u06FE # ۾
\u06FF # ۿ
\u0700 # ܀
\u0701 # ܁
\u0702 # ܂
\u0703 # ܃
\u0704 # ܄
\u0705 # ܅
\u0706 # ܆
\u0707 # ܇
\u0708 # ܈
\u0709 # ܉
\u070A # ܊
\u070B # ܋
\u070C # ܌
\u070D # ܍
\u070E # ܎
\u070F # ܏
\u0710 # ܐ
\u0711 # ܑ
\u0712 # ܒ
\u0713 # ܓ
\u0714 # ܔ
\u0715 # ܕ
\u0716 # ܖ
\u0717 # ܗ
\u0718 # ܘ
\u0719 # ܙ
\u071A # ܚ
\u071B # ܛ
\u071C # ܜ
\u071D # ܝ
\u071E # ܞ
\u071F # ܟ
\u0720 # ܠ
\u0721 # ܡ
\u0722 # ܢ
\u0723 # ܣ
\u0724 # ܤ
\u0725 # ܥ
\u0726 # ܦ
\u0727 # ܧ
\u0728 # ܨ
\u0729 # ܩ
\u072A # ܪ
\u072B # ܫ
\u072C # ܬ
\u072D # ܭ
\u072E # ܮ
\u072F # ܯ
\u0730 # ܰ
\u0731 # ܱ
\u0732 # ܲ
\u0733 # ܳ
\u0734 # ܴ
\u0735 # ܵ
\u0736 # ܶ
\u0737 # ܷ
\u0738 # ܸ
\u0739 # ܹ
\u073A # ܺ
\u073B # ܻ
\u073C # ܼ
\u073D # ܽ
\u073E # ܾ
\u073F # ܿ
\u0740 # ݀
\u0741 # ݁
\u0742 # ݂
\u0743 # ݃
\u0744 # ݄
\u0745 # ݅
\u0746 # ݆
\u0747 # ݇
\u0748 # ݈
\u0749 # ݉
\u074A # ݊
\u074B # ݋
\u074C # ݌
\u074D # ݍ
\u074E # ݎ
\u074F # ݏ
\u0750 # ݐ
\u0751 # ݑ
\u0752 # ݒ
\u0753 # ݓ
\u0754 # ݔ
\u0755 # ݕ
\u0756 # ݖ
\u0757 # ݗ
\u0758 # ݘ
\u0759 # ݙ
\u075A # ݚ
\u075B # ݛ
\u075C # ݜ
\u075D # ݝ
\u075E # ݞ
\u075F # ݟ
\u0760 # ݠ
\u0761 # ݡ
\u0762 # ݢ
\u0763 # ݣ
\u0764 # ݤ
\u0765 # ݥ
\u0766 # ݦ
\u0767 # ݧ
\u0768 # ݨ
\u0769 # ݩ
\u076A # ݪ
\u076B # ݫ
\u076C # ݬ
\u076D # ݭ
\u076E # ݮ
\u076F # ݯ
\u0770 # ݰ
\u0771 # ݱ
\u0772 # ݲ
\u0773 # ݳ
\u0774 # ݴ
\u0775 # ݵ
\u0776 # ݶ
\u0777 # ݷ
\u0778 # ݸ
\u0779 # ݹ
\u077A # ݺ
\u077B # ݻ
\u077C # ݼ
\u077D # ݽ
\u077E # ݾ
\u077F # ݿ
\u0780 # ހ
\u0781 # ށ
\u0782 # ނ
\u0783 # ރ
\u0784 # ބ
\u0785 # ޅ
\u0786 # ކ
\u0787 # އ
\u0788 # ވ
\u0789 # މ
\u078A # ފ
\u078B # ދ
\u078C # ތ
\u078D # ލ
\u078E # ގ
\u078F # ޏ
\u0790 # ސ
\u0791 # ޑ
\u0792 # ޒ
\u0793 # ޓ
\u0794 # ޔ
\u0795 # ޕ
\u0796 # ޖ
\u0797 # ޗ
\u0798 # ޘ
\u0799 # ޙ
\u079A # ޚ
\u079B # ޛ
\u079C # ޜ
\u079D # ޝ
\u079E # ޞ
\u079F # ޟ
\u07A0 # ޠ
\u07A1 # ޡ
\u07A2 # ޢ
\u07A3 # ޣ
\u07A4 # ޤ
\u07A5 # ޥ
\u07A6 # ަ
\u07A7 # ާ
\u07A8 # ި
\u07A9 # ީ
\u07AA # ު
\u07AB # ޫ
\u07AC # ެ
\u07AD # ޭ
\u07AE # ޮ
\u07AF # ޯ
\u07B0 # ް
\u07B1 # ޱ
\u07B2 # ޲
\u07B3 # ޳
\u07B4 # ޴
\u07B5 # ޵
\u07B6 # ޶
\u07B7 # ޷
\u07B8 # ޸
\u07B9 # ޹
\u07BA # ޺
\u07BB # ޻
\u07BC # ޼
\u07BD # ޽
\u07BE # ޾
\u07BF # ޿
\u07C0 # ߀
\u07C1 # ߁
\u07C2 # ߂
\u07C3 # ߃
\u07C4 # ߄
\u07C5 # ߅
\u07C6 # ߆
\u07C7 # ߇
\u07C8 # ߈
\u07C9 # ߉
\u07CA # ߊ
\u07CB # ߋ
\u07CC # ߌ
\u07CD # ߍ
\u07CE # ߎ
\u07CF # ߏ
\u07D0 # ߐ
\u07D1 # ߑ
\u07D2 # ߒ
\u07D3 # ߓ
\u07D4 # ߔ
\u07D5 # ߕ
\u07D6 # ߖ
\u07D7 # ߗ
\u07D8 # ߘ
\u07D9 # ߙ
\u07DA # ߚ
\u07DB # ߛ
\u07DC # ߜ
\u07DD # ߝ
\u07DE # ߞ
\u07DF # ߟ
\u07E0 # ߠ
\u07E1 # ߡ
\u07E2 # ߢ
\u07E3 # ߣ
\u07E4 # ߤ
\u07E5 # ߥ
\u07E6 # ߦ
\u07E7 # ߧ
\u07E8 # ߨ
\u07E9 # ߩ
\u07EA # ߪ
\u07EB # ߫
\u07EC # ߬
\u07ED # ߭
\u07EE # ߮
\u07EF # ߯
\u07F0 # ߰
\u07F1 # ߱
\u07F2 # ߲
\u07F3 # ߳
\u07F4 # ߴ
\u07F5 # ߵ
\u07F6 # ߶
\u07F7 # ߷
\u07F8 # ߸
\u07F9 # ߹
\u07FA # ߺ
\u07FB # ߻
\u07FC # ߼
\u07FD # ߽
\u07FE # ߾
\u07FF # ߿
\u0800 # ࠀ
\u0801 # ࠁ
\u0802 # ࠂ
\u0803 # ࠃ
\u0804 # ࠄ
\u0805 # ࠅ
\u0806 # ࠆ
\u0807 # ࠇ
\u0808 # ࠈ
\u0809 # ࠉ
\u080A # ࠊ
\u080B # ࠋ
\u080C # ࠌ
\u080D # ࠍ
\u080E # ࠎ
\u080F # ࠏ
\u0810 # ࠐ
\u0811 # ࠑ
\u0812 # ࠒ
\u0813 # ࠓ
\u0814 # ࠔ
\u0815 # ࠕ
\u0816 # ࠖ
\u0817 # ࠗ
\u0818 # ࠘
\u0819 # ࠙
\u081A # ࠚ
\u081B # ࠛ
\u081C # ࠜ
\u081D # ࠝ
\u081E # ࠞ
\u081F # ࠟ
\u0820 # ࠠ
\u0821 # ࠡ
\u0822 # ࠢ
\u0823 # ࠣ
\u0824 # ࠤ
\u0825 # ࠥ
\u0826 # ࠦ
\u0827 # ࠧ
\u0828 # ࠨ
\u0829 # ࠩ
\u082A # ࠪ
\u082B # ࠫ
\u082C # ࠬ
\u082D # ࠭
\u082E # ࠮
\u082F # ࠯
\u0830 # ࠰
\u0831 # ࠱
\u0832 # ࠲
\u0833 # ࠳
\u0834 # ࠴
\u0835 # ࠵
\u0836 # ࠶
\u0837 # ࠷
\u0838 # ࠸
\u0839 # ࠹
\u083A # ࠺
\u083B # ࠻
\u083C # ࠼
\u083D # ࠽
\u083E # ࠾
\u083F # ࠿
\u0840 # ࡀ
\u0841 # ࡁ
\u0842 # ࡂ
\u0843 # ࡃ
\u0844 # ࡄ
\u0845 # ࡅ
\u0846 # ࡆ
\u0847 # ࡇ
\u0848 # ࡈ
\u0849 # ࡉ
\u084A # ࡊ
\u084B # ࡋ
\u084C # ࡌ
\u084D # ࡍ
\u084E # ࡎ
\u084F # ࡏ
\u0850 # ࡐ
\u0851 # ࡑ
\u0852 # ࡒ
\u0853 # ࡓ
\u0854 # ࡔ
\u0855 # ࡕ
\u0856 # ࡖ
\u0857 # ࡗ
\u0858 # ࡘ
\u0859 # ࡙
\u085A # ࡚
\u085B # ࡛
\u085C # ࡜
\u085D # ࡝
\u085E # ࡞
\u085F # ࡟
\u0860 # ࡠ
\u0861 # ࡡ
\u0862 # ࡢ
\u0863 # ࡣ
\u0864 # ࡤ
\u0865 # ࡥ
\u0866 # ࡦ
\u0867 # ࡧ
\u0868 # ࡨ
\u0869 # ࡩ
\u086A # ࡪ
\u086B # ࡫
\u086C # ࡬
\u086D # ࡭
\u086E # ࡮
\u086F # ࡯
\u0870 # ࡰ
\u0871 # ࡱ
\u0872 # ࡲ
\u0873 # ࡳ
\u0874 # ࡴ
\u0875 # ࡵ
\u0876 # ࡶ
\u0877 # ࡷ
\u0878 # ࡸ
\u0879 # ࡹ
\u087A # ࡺ
\u087B # ࡻ
\u087C # ࡼ
\u087D # ࡽ
\u087E # ࡾ
\u087F # ࡿ
\u0880 # ࢀ
\u0881 # ࢁ
\u0882 # ࢂ
\u0883 # ࢃ
\u0884 # ࢄ
\u0885 # ࢅ
\u0886 # ࢆ
\u0887 # ࢇ
\u0888 # ࢈
\u0889 # ࢉ
\u088A # ࢊ
\u088B # ࢋ
\u088C # ࢌ
\u088D # ࢍ
\u088E # ࢎ
\u088F # ࢏
\u0890 # ࢐
\u0891 # ࢑
\u0892 # ࢒
\u0893 # ࢓
\u0894 # ࢔
\u0895 # ࢕
\u0896 # ࢖
\u0897 # ࢗ
\u0898 # ࢘
\u0899 # ࢙
\u089A # ࢚
\u089B # ࢛
\u089C # ࢜
\u089D # ࢝
\u089E # ࢞
\u089F # ࢟
\u08A0 # ࢠ
\u08A1 # ࢡ
\u08A2 # ࢢ
\u08A3 # ࢣ
\u08A4 # ࢤ
\u08A5 # ࢥ
\u08A6 # ࢦ
\u08A7 # ࢧ
\u08A8 # ࢨ
\u08A9 # ࢩ
\u08AA # ࢪ
\u08AB # ࢫ
\u08AC # ࢬ
\u08AD # ࢭ
\u08AE # ࢮ
\u08AF # ࢯ
\u08B0 # ࢰ
\u08B1 # ࢱ
\u08B2 # ࢲ
\u08B3 # ࢳ
\u08B4 # ࢴ
\u08B5 # ࢵ
\u08B6 # ࢶ
\u08B7 # ࢷ
\u08B8 # ࢸ
\u08B9 # ࢹ
\u08BA # ࢺ
\u08BB # ࢻ
\u08BC # ࢼ
\u08BD # ࢽ
\u08BE # ࢾ
\u08BF # ࢿ
\u08C0 # ࣀ
\u08C1 # ࣁ
\u08C2 # ࣂ
\u08C3 # ࣃ
\u08C4 # ࣄ
\u08C5 # ࣅ
\u08C6 # ࣆ
\u08C7 # ࣇ
\u08C8 # ࣈ
\u08C9 # ࣉ
\u08CA # ࣊
\u08CB # ࣋
\u08CC # ࣌
\u08CD # ࣍
\u08CE # ࣎
\u08CF # ࣏
\u08D0 # ࣐
\u08D1 # ࣑
\u08D2 # ࣒
\u08D3 # ࣓
\u08D4 # ࣔ
\u08D5 # ࣕ
\u08D6 # ࣖ
\u08D7 # ࣗ
\u08D8 # ࣘ
\u08D9 # ࣙ
\u08DA # ࣚ
\u08DB # ࣛ
\u08DC # ࣜ
\u08DD # ࣝ
\u08DE # ࣞ
\u08DF # ࣟ
\u08E0 # ࣠
\u08E1 # ࣡
\u08E2 # ࣢
\u08E3 # ࣣ
\u08E4 # ࣤ
\u08E5 # ࣥ
\u08E6 # ࣦ
\u08E7 # ࣧ
\u08E8 # ࣨ
\u08E9 # ࣩ
\u08EA # ࣪
\u08EB # ࣫
\u08EC # ࣬
\u08ED # ࣭
\u08EE # ࣮
\u08EF # ࣯
\u08F0 # ࣰ
\u08F1 # ࣱ
\u08F2 # ࣲ
\u08F3 # ࣳ
\u08F4 # ࣴ
\u08F5 # ࣵ
\u08F6 # ࣶ
\u08F7 # ࣷ
\u08F8 # ࣸ
\u08F9 # ࣹ
\u08FA # ࣺ
\u08FB # ࣻ
\u08FC # ࣼ
\u08FD # ࣽ
\u08FE # ࣾ
\u08FF # ࣿ
\u0900 # ऀ
\u0901 # ँ
\u0902 # ं
\u0903 # ः
\u0904 # ऄ
\u0905 # अ
\u0906 # आ
\u0907 # इ
\u0908 # ई
\u0909 # उ
\u090A # ऊ
\u090B # ऋ
\u090C # ऌ
\u090D # ऍ
\u090E # ऎ
\u090F # ए
\u0910 # ऐ
\u0911 # ऑ
\u0912 # ऒ
\u0913 # ओ
\u0914 # औ
\u0915 # क
\u0916 # ख
\u0917 # ग
\u0918 # घ
\u0919 # ङ
\u091A # च
\u091B # छ
\u091C # ज
\u091D # झ
\u091E # ञ
\u091F # ट
\u0920 # ठ
\u0921 # ड
\u0922 # ढ
\u0923 # ण
\u0924 # त
\u0925 # थ
\u0926 # द
\u0927 # ध
\u0928 # न
\u0929 # ऩ
\u092A # प
\u092B # फ
\u092C # ब
\u092D # भ
\u092E # म
\u092F # य
\u0930 # र
\u0931 # ऱ
\u0932 # ल
\u0933 # ळ
\u0934 # ऴ
\u0935 # व
\u0936 # श
\u0937 # ष
\u0938 # स
\u0939 # ह
\u093A # ऺ
\u093B # ऻ
\u093C # ़
\u093D # ऽ
\u093E # ा
\u093F # ि
\u0940 # ी
\u0941 # ु
\u0942 # ू
\u0943 # ृ
\u0944 # ॄ
\u0945 # ॅ
\u0946 # ॆ
\u0947 # े
\u0948 # ै
\u0949 # ॉ
\u094A # ॊ
\u094B # ो
\u094C # ौ
\u094D # ्
\u094E # ॎ
\u094F # ॏ
\u0950 # ॐ
\u0951 # ॑
\u0952 # ॒
\u0953 # ॓
\u0954 # ॔
\u0955 # ॕ
\u0956 # ॖ
\u0957 # ॗ
\u0958 # क़
\u0959 # ख़
\u095A # ग़
\u095B # ज़
\u095C # ड़
\u095D # ढ़
\u095E # फ़
\u095F # य़
\u0960 # ॠ
\u0961 # ॡ
\u0962 # ॢ
\u0963 # ॣ
\u0964 # ।
\u0965 # ॥
\u0966 # ०
\u0967 # १
\u0968 # २
\u0969 # ३
\u096A # ४
\u096B # ५
\u096C # ६
\u096D # ७
\u096E # ८
\u096F # ९
\u0970 # ॰
\u0971 # ॱ
\u0972 # ॲ
\u0973 # ॳ
\u0974 # ॴ
\u0975 # ॵ
\u0976 # ॶ
\u0977 # ॷ
\u0978 # ॸ
\u0979 # ॹ
\u097A # ॺ
\u097B # ॻ
\u097C # ॼ
\u097D # ॽ
\u097E # ॾ
\u097F # ॿ
\u0980 # ঀ
\u0981 # ঁ
\u0982 # ং
\u0983 # ঃ
\u0984 # ঄
\u0985 # অ
\u0986 # আ
\u0987 # ই
\u0988 # ঈ
\u0989 # উ
\u098A # ঊ
\u098B # ঋ
\u098C # ঌ
\u098D # ঍
\u098E # ঎
\u098F # এ
\u0990 # ঐ
\u0991 # ঑
\u0992 # ঒
\u0993 # ও
\u0994 # ঔ
\u0995 # ক
\u0996 # খ
\u0997 # গ
\u0998 # ঘ
\u0999 # ঙ
\u099A # চ
\u099B # ছ
\u099C # জ
\u099D # ঝ
\u099E # ঞ
\u099F # ট
\u09A0 # ঠ
\u09A1 # ড
\u09A2 # ঢ
\u09A3 # ণ
\u09A4 # ত
\u09A5 # থ
\u09A6 # দ
\u09A7 # ধ
\u09A8 # ন
\u09A9 # ঩
\u09AA # প
\u09AB # ফ
\u09AC # ব
\u09AD # ভ
\u09AE # ম
\u09AF # য
\u09B0 # র
\u09B1 # ঱
\u09B2 # ল
\u09B3 # ঳
\u09B4 # ঴
\u09B5 # ঵
\u09B6 # শ
\u09B7 # ষ
\u09B8 # স
\u09B9 # হ
\u09BA # ঺
\u09BB # ঻
\u09BC # ়
\u09BD # ঽ
\u09BE # া
\u09BF # ি
\u09C0 # ী
\u09C1 # ু
\u09C2 # ূ
\u09C3 # ৃ
\u09C4 # ৄ
\u09C5 # ৅
\u09C6 # ৆
\u09C7 # ে
\u09C8 # ৈ
\u09C9 # ৉
\u09CA # ৊
\u09CB # ো
\u09CC # ৌ
\u09CD # ্
\u09CE # ৎ
\u09CF # ৏
\u09D0 # ৐
\u09D1 # ৑
\u09D2 # ৒
\u09D3 # ৓
\u09D4 # ৔
\u09D5 # ৕
\u09D6 # ৖
\u09D7 # ৗ
\u09D8 # ৘
\u09D9 # ৙
\u09DA # ৚
\u09DB # ৛
\u09DC # ড়
\u09DD # ঢ়
\u09DE # ৞
\u09DF # য়
\u09E0 # ৠ
\u09E1 # ৡ
\u09E2 # ৢ
\u09E3 # ৣ
\u09E4 # ৤
\u09E5 # ৥
\u09E6 # ০
\u09E7 # ১
\u09E8 # ২
\u09E9 # ৩
\u09EA # ৪
\u09EB # ৫
\u09EC # ৬
\u09ED # ৭
\u09EE # ৮
\u09EF # ৯
\u09F0 # ৰ
\u09F1 # ৱ
\u09F2 # ৲
\u09F3 # ৳
\u09F4 # ৴
\u09F5 # ৵
\u09F6 # ৶
\u09F7 # ৷
\u09F8 # ৸
\u09F9 # ৹
\u09FA # ৺
\u09FB # ৻
\u09FC # ৼ
\u09FD # ৽
\u09FE # ৾
\u09FF # ৿
\u0A00 # ਀
\u0A01 # ਁ
\u0A02 # ਂ
\u0A03 # ਃ
\u0A04 # ਄
\u0A05 # ਅ
\u0A06 # ਆ
\u0A07 # ਇ
\u0A08 # ਈ
\u0A09 # ਉ
\u0A0A # ਊ
\u0A0B # ਋
\u0A0C # ਌
\u0A0D # ਍
\u0A0E # ਎
\u0A0F # ਏ
\u0A10 # ਐ
\u0A11 # ਑
\u0A12 # ਒
\u0A13 # ਓ
\u0A14 # ਔ
\u0A15 # ਕ
\u0A16 # ਖ
\u0A17 # ਗ
\u0A18 # ਘ
\u0A19 # ਙ
\u0A1A # ਚ
\u0A1B # ਛ
\u0A1C # ਜ
\u0A1D # ਝ
\u0A1E # ਞ
\u0A1F # ਟ
\u0A20 # ਠ
\u0A21 # ਡ
\u0A22 # ਢ
\u0A23 # ਣ
\u0A24 # ਤ
\u0A25 # ਥ
\u0A26 # ਦ
\u0A27 # ਧ
\u0A28 # ਨ
\u0A29 # ਩
\u0A2A # ਪ
\u0A2B # ਫ
\u0A2C # ਬ
\u0A2D # ਭ
\u0A2E # ਮ
\u0A2F # ਯ
\u0A30 # ਰ
\u0A31 # ਱
\u0A32 # ਲ
\u0A33 # ਲ਼
\u0A34 # ਴
\u0A35 # ਵ
\u0A36 # ਸ਼
\u0A37 # ਷
\u0A38 # ਸ
\u0A39 # ਹ
\u0A3A # ਺
\u0A3B # ਻
\u0A3C # ਼
\u0A3D # ਽
\u0A3E # ਾ
\u0A3F # ਿ
\u0A40 # ੀ
\u0A41 # ੁ
\u0A42 # ੂ
\u0A43 # ੃
\u0A44 # ੄
\u0A45 # ੅
\u0A46 # ੆
\u0A47 # ੇ
\u0A48 # ੈ
\u0A49 # ੉
\u0A4A # ੊
\u0A4B # ੋ
\u0A4C # ੌ
\u0A4D # ੍
\u0A4E # ੎
\u0A4F # ੏
\u0A50 # ੐
\u0A51 # ੑ
\u0A52 # ੒
\u0A53 # ੓
\u0A54 # ੔
\u0A55 # ੕
\u0A56 # ੖
\u0A57 # ੗
\u0A58 # ੘
\u0A59 # ਖ਼
\u0A5A # ਗ਼
\u0A5B # ਜ਼
\u0A5C # ੜ
\u0A5D # ੝
\u0A5E # ਫ਼
\u0A5F # ੟
\u0A60 # ੠
\u0A61 # ੡
\u0A62 # ੢
\u0A63 # ੣
\u0A64 # ੤
\u0A65 # ੥
\u0A66 # ੦
\u0A67 # ੧
\u0A68 # ੨
\u0A69 # ੩
\u0A6A # ੪
\u0A6B # ੫
\u0A6C # ੬
\u0A6D # ੭
\u0A6E # ੮
\u0A6F # ੯
\u0A70 # ੰ
\u0A71 # ੱ
\u0A72 # ੲ
\u0A73 # ੳ
\u0A74 # ੴ
\u0A75 # ੵ
\u0A76 # ੶
\u0A77 # ੷
\u0A78 # ੸
\u0A79 # ੹
\u0A7A # ੺
\u0A7B # ੻
\u0A7C # ੼
\u0A7D # ੽
\u0A7E # ੾
\u0A7F # ੿
\u0A80 # ઀
\u0A81 # ઁ
\u0A82 # ં
\u0A83 # ઃ
\u0A84 # ઄
\u0A85 # અ
